City_ID,City,Country,lat,lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
331,Urumqi,CN,43.801,87.6005,7.75,85,100,4.47,mist
332,Wajima,JP,37.4,136.9,48.11,71,84,15.23,broken clouds
333,Eyl,SO,7.9803,49.8164,75.74,80,30,18.5,scattered clouds
334,Atbasar,KZ,51.8,68.3333,-10.17,100,89,8.81,overcast clouds
335,Kingman,US,35.1894,-114.053,52.75,56,0,3.44,clear sky
336,Tignere,CM,7.3667,12.65,67.42,24,7,3.0,clear sky
337,Darhan,MN,49.4867,105.9228,6.75,92,100,11.86,overcast clouds
338,Novyy Urgal,RU,51.0736,132.5642,-7.53,100,100,2.1,overcast clouds
339,Izvestkovyy,RU,48.9833,131.55,4.62,99,100,2.98,overcast clouds
340,Concarneau,FR,47.875,-3.9225,52.59,82,85,21.68,overcast clouds
341,Mayo,US,38.8876,-76.5119,46.18,67,0,9.22,haze
342,Sfantu Gheorghe,RO,45.8667,25.7833,36.93,84,100,3.74,overcast clouds
343,Haines Junction,CA,60.7522,-137.5108,0.63,98,100,0.72,overcast clouds
344,Lazaro Cardenas,MX,17.9583,-102.2,82.35,59,0,7.61,clear sky
345,Pasighat,IN,28.0667,95.3333,56.7,54,0,3.18,clear sky
346,Netolice,CZ,49.0493,14.197,45.03,87,100,8.66,light rain
347,Axim,GH,4.8699,-2.2405,80.74,79,0,9.46,clear sky
348,Port Elizabeth,ZA,-33.918,25.5701,77.09,90,40,8.01,scattered clouds
349,Sinjai,ID,-5.1241,120.253,73.96,88,74,4.27,broken clouds
350,Mao,ES,39.8885,4.2658,54.16,82,0,10.36,clear sky
351,Wexford,IE,52.3342,-6.4575,50.22,91,100,15.01,overcast clouds
352,Touros,BR,-5.1989,-35.4608,82.96,64,7,14.65,clear sky
353,Svetlogorsk,BY,52.6333,29.7333,22.44,75,100,11.79,overcast clouds
354,Baruun-Urt,MN,46.6806,113.2792,11.91,81,100,9.84,overcast clouds
355,Kemijarvi,FI,66.7131,27.4306,26.89,97,100,9.37,light snow
356,Buraydah,SA,26.326,43.975,52.25,55,1,7.67,clear sky
357,Markova,UA,48.6758,24.4138,34.38,94,10,2.15,clear sky
358,Ammon,US,43.4696,-111.9666,32.95,89,75,16.11,snow
359,La Rioja,ES,42.25,-2.5,35.38,97,31,1.74,scattered clouds
360,Zyryanskoye,RU,56.8306,86.6258,-29.52,96,24,7.63,few clouds
361,Taoudenni,ML,22.6783,-3.9836,69.73,14,100,8.48,overcast clouds
362,Shingu,JP,33.7333,135.9833,40.86,43,0,5.59,clear sky
363,Ono,JP,34.85,134.9333,33.28,62,0,0.67,clear sky
364,Siocon,PH,7.7061,122.1353,75.81,87,100,18.57,overcast clouds
365,Ganzhou,CN,28.8184,115.4327,57.22,73,89,2.91,overcast clouds
366,Ravar,IR,31.2656,56.8055,34.38,49,0,4.25,clear sky
367,Coari,BR,-4.085,-63.1414,86.7,63,58,1.45,broken clouds
368,Mahebourg,MU,-20.4081,57.7,79.09,78,40,10.36,light rain
369,Paamiut,GL,61.994,-49.6678,18.0,74,100,18.57,overcast clouds
370,Coroata,BR,-4.13,-44.1242,84.25,61,100,2.28,overcast clouds
371,Gaya,IN,24.7833,85.0,49.91,87,0,0.0,fog
372,Puerto Lempira,HN,15.2667,-83.7667,79.27,78,96,10.31,light rain
373,Saint Anthony,US,45.0205,-93.218,34.84,90,100,0.0,mist
374,Lenauheim,RO,45.8719,20.7994,45.23,86,93,4.21,overcast clouds
375,Krasnyy Chikoy,RU,50.3643,108.7512,10.18,94,100,5.48,overcast clouds
376,Tayoltita,MX,24.0833,-105.9333,80.04,17,0,6.42,clear sky
377,Golubitskaya,RU,45.3222,37.2822,28.81,74,22,21.63,few clouds
378,Grindavik,IS,63.8424,-22.4338,27.07,86,0,10.36,clear sky
379,Nantucket,US,41.2835,-70.0995,39.34,70,95,10.36,overcast clouds
380,Alofi,NU,-19.0595,-169.9187,76.89,94,100,8.05,overcast clouds
381,Aldergrove,CA,49.058,-122.4709,45.79,73,75,5.75,broken clouds
382,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,105.49,14,80,7.0,broken clouds
383,Rivadavia,AR,-33.1905,-68.4608,87.42,28,99,15.75,overcast clouds
384,Nacozari,MX,25.3366,-108.2574,79.23,24,0,6.24,clear sky
385,Tautira,PF,-17.7333,-149.15,75.9,92,100,16.82,moderate rain
386,Coihaique,CL,-45.5752,-72.0662,61.41,55,75,10.36,broken clouds
387,Fort Abbas,PK,29.1925,72.8536,58.6,25,0,3.56,clear sky
388,Havoysund,NO,70.9963,24.6622,26.83,80,100,19.48,overcast clouds
389,Henties Bay,NA,-22.116,14.2845,64.92,84,100,7.38,overcast clouds
390,Jijiga,ET,9.35,42.8,61.93,44,5,7.63,clear sky
391,Goalpara,IN,26.1667,90.6167,59.34,63,0,0.74,clear sky
392,Bilibino,RU,68.0546,166.4372,-14.4,91,100,4.0,overcast clouds
393,Rawson,AR,-43.3002,-65.1023,55.15,63,100,29.35,overcast clouds
394,Razdolinsk,RU,58.4211,94.6658,-26.36,95,100,9.19,overcast clouds
395,Beboto,TD,8.2668,16.939,75.22,19,97,4.83,overcast clouds
396,Abu Samrah,SY,35.3029,37.1841,46.58,67,100,6.67,overcast clouds
397,Aanekoski,FI,62.6946,25.818,33.87,97,100,17.11,light snow
398,Talaya,RU,61.3833,152.75,-35.55,96,100,0.94,overcast clouds
399,Leh,IN,34.1667,77.5833,16.92,92,82,6.64,broken clouds
400,Teya,RU,60.3778,92.6267,-25.02,92,100,8.19,overcast clouds
401,Charagua,BO,-19.8,-63.2167,96.37,27,2,11.43,clear sky
402,Elizabeth City,US,36.2946,-76.2511,53.02,69,100,1.99,overcast clouds
403,Phan Thiet,VN,10.9333,108.1,73.2,93,84,5.1,broken clouds
404,Thinadhoo,MV,0.5333,72.9333,80.74,72,47,9.91,scattered clouds
405,Opuwo,NA,-18.0607,13.84,76.86,52,100,5.66,light rain
406,Salalah,OM,17.0151,54.0924,73.42,57,0,3.69,clear sky
407,Mizdah,LY,31.4451,12.9801,48.6,69,0,6.13,clear sky
408,Maues,BR,-3.3836,-57.7186,81.32,88,100,3.38,overcast clouds
409,Portland,US,45.5234,-122.6762,53.82,74,20,14.97,few clouds
410,Salo,IT,45.6086,10.531,49.51,59,100,1.34,overcast clouds
411,Cardinal,CA,44.7834,-75.3826,28.62,63,0,8.05,clear sky
412,Vung Tau,VN,10.346,107.0843,76.73,85,10,14.2,clear sky
413,Dickinson,US,29.4608,-95.0513,81.16,71,40,18.41,scattered clouds
414,Oskemen,KZ,49.9565,82.6119,-9.44,77,40,4.47,mist
415,Batagay,RU,67.6333,134.6333,-35.77,96,100,1.14,overcast clouds
416,Kraslava,LV,55.8951,27.168,29.19,94,100,11.23,overcast clouds
417,Vanderhoof,CA,54.0166,-124.0198,30.74,93,100,2.1,overcast clouds
418,Upington,ZA,-28.4478,21.2561,97.18,16,20,5.75,few clouds
419,Hervey Bay,AU,-25.2986,152.8535,72.43,77,96,7.16,overcast clouds
420,Manama,BH,26.2154,50.5832,60.78,72,0,16.11,clear sky
421,Chegutu,ZW,-18.1302,30.1407,66.65,58,6,7.4,clear sky
422,Staryy Nadym,RU,65.6118,72.6842,-10.57,98,100,13.76,light snow
423,Mount Gambier,AU,-37.8333,140.7667,56.53,98,68,4.41,broken clouds
424,Fort Nelson,CA,58.8053,-122.7002,8.19,85,100,2.3,light snow
425,Sidi Bin Nur,TN,35.5333,10.9167,62.51,64,0,5.77,clear sky
426,Waitara,NZ,-38.925,174.25,62.49,91,100,18.01,light rain
427,Fortuna Foothills,US,32.6578,-114.4119,64.22,40,0,11.5,clear sky
428,Kutulik,RU,53.3508,102.7839,-10.39,98,100,3.91,overcast clouds
429,Shubarshi,KZ,48.5872,57.1869,-3.17,89,5,2.04,clear sky
430,Arinos,BR,-15.9169,-46.1056,84.49,58,97,0.92,light rain
431,Lodja,CD,-3.4833,23.4333,68.25,98,100,1.97,overcast clouds
432,Astara,AZ,38.5,48.6667,31.98,98,100,2.13,snow
433,Kuytun,RU,54.3419,101.5036,-8.52,94,100,6.15,overcast clouds
434,Kununurra,AU,-15.7667,128.7333,78.78,94,40,0.0,scattered clouds
435,Novyy Urengoy,RU,66.0833,76.6333,-33.45,93,84,9.04,broken clouds
436,Kahului,US,20.8947,-156.47,75.85,81,0,4.0,clear sky
437,Bubaque,GW,11.2833,-15.8333,77.88,58,7,12.46,clear sky
438,Manavalakurichi,IN,8.1333,77.3,72.48,77,81,6.02,broken clouds
439,Salta,AR,-24.7859,-65.4117,92.57,32,20,8.01,few clouds
440,Antofagasta,CL,-23.65,-70.4,72.68,65,15,10.58,few clouds
441,Nishihara,JP,26.1842,127.7558,67.28,68,75,17.27,broken clouds
442,Richards Bay,ZA,-28.783,32.0377,70.41,87,0,8.34,clear sky
443,Tezu,IN,27.9167,96.1667,57.42,47,0,3.98,clear sky
444,Grand Gaube,MU,-20.0064,57.6608,79.2,73,75,7.0,moderate rain
445,Vrindavan,IN,27.5833,77.7,52.72,48,1,5.41,clear sky
446,Cayambe,EC,0.05,-78.1333,60.06,86,100,2.89,light rain
447,Solnechnyy,RU,50.7214,136.6319,3.85,94,100,3.38,overcast clouds
448,Pathein,MM,16.7833,94.7333,67.15,79,0,6.69,clear sky
449,Trelaze,FR,47.45,-0.4667,51.06,77,100,11.5,overcast clouds
450,Shinjo,JP,38.7586,140.3008,40.03,88,100,4.68,overcast clouds
451,Ruwi,OM,23.5996,58.5507,72.73,62,2,7.72,clear sky
452,Abu Kamal,SY,34.4506,40.9171,46.45,43,2,1.95,clear sky
453,Araouane,ML,18.9048,-3.5265,69.4,12,100,11.03,overcast clouds
454,Halifax,CA,44.6453,-63.5724,30.22,55,40,11.5,scattered clouds
455,Bystryy Istok,RU,52.371,84.3873,-5.53,95,100,5.88,overcast clouds
456,Aklavik,CA,68.2191,-135.0107,-11.2,77,75,0.0,broken clouds
457,Riyadh,SA,24.6877,46.7219,51.94,56,100,6.11,overcast clouds
458,Kyaukse,MM,21.6,96.1333,62.8,54,0,3.24,clear sky
459,Ust-Maya,RU,60.4167,134.5333,-15.63,98,100,2.82,overcast clouds
460,Tacoronte,ES,28.4769,-16.4102,62.26,80,75,11.01,broken clouds
461,Tuatapere,NZ,-46.1333,167.6833,53.49,82,86,2.95,overcast clouds
462,Elbistan,TR,38.2059,37.1983,34.66,52,100,2.66,overcast clouds
463,Dom Pedrito,BR,-30.9828,-54.6731,97.03,19,68,10.29,heavy intensity rain
464,Iqaluit,CA,63.7506,-68.5145,-20.47,69,0,13.8,smoke
465,Eureka,US,40.8021,-124.1637,57.81,65,100,20.0,overcast clouds
466,San Quintin,MX,30.4833,-115.95,63.52,58,36,8.52,scattered clouds
467,Oriximina,BR,-1.7656,-55.8661,87.84,52,98,3.87,light rain
468,Loncoche,CL,-39.3667,-72.6333,71.87,25,10,7.52,clear sky
469,Mackenzie,CA,55.2999,-123.1698,26.82,93,100,3.44,overcast clouds
470,Bonthe,SL,7.5264,-12.505,80.1,74,0,8.34,clear sky
471,Gurupi,BR,-11.7292,-49.0686,83.79,67,97,2.75,light rain
472,Airdrie,GB,55.866,-3.9803,43.9,91,86,20.49,overcast clouds
473,Ikwiriri,TZ,-7.9562,38.9716,74.25,94,87,3.36,light rain
474,Asyut,EG,27.181,31.1837,57.38,44,0,5.7,clear sky
475,Vila Franca Do Campo,PT,37.7167,-25.4333,61.21,87,100,6.33,overcast clouds
476,Fleury-Merogis,FR,48.6373,2.3638,50.63,84,0,11.5,clear sky
477,Karratha,AU,-20.7377,116.8463,86.83,35,6,16.71,clear sky
478,Kifri,IQ,34.6959,44.9661,49.82,46,0,5.19,clear sky
479,Makakilo City,US,21.3469,-158.0858,76.6,79,0,4.61,clear sky
480,Mumford,GH,5.2618,-0.759,79.99,82,0,7.67,clear sky
481,Corralillo,CU,22.9819,-80.5856,76.87,52,0,11.63,clear sky
482,Azua,DO,18.4532,-70.7349,84.99,71,67,5.61,light rain
483,Ballina,AU,-28.8667,153.5667,66.02,99,99,5.55,overcast clouds
484,Terrace,CA,54.5163,-128.6035,31.91,93,75,0.0,fog
485,Coahuayana,MX,18.7333,-103.6833,88.23,32,0,6.51,clear sky
486,Vao,NC,-22.6667,167.4833,75.4,68,0,7.67,clear sky
487,Cascais,PT,38.6979,-9.4215,58.96,75,20,15.01,few clouds
488,Te Anau,NZ,-45.4167,167.7167,49.96,86,25,2.33,scattered clouds
489,Seoul,KR,37.5683,126.9778,29.64,83,40,1.14,mist
490,Staromyshastovskaya,RU,45.3433,39.0761,29.03,69,57,17.02,broken clouds
491,Samarai,PG,-10.6167,150.6667,79.68,79,87,3.76,overcast clouds
492,Wukari,NG,7.85,9.7833,77.99,20,77,5.59,broken clouds
493,San Jeronimo,PE,-11.9472,-75.2829,61.5,56,82,5.32,broken clouds
494,Contamana,PE,-7.3333,-75.0167,93.06,41,64,7.16,broken clouds
495,Dzilam Gonzalez,MX,21.2833,-88.9333,84.45,43,0,4.81,clear sky
496,Jaisalmer,IN,26.9147,70.9181,64.85,30,0,6.24,clear sky
497,Chalus,IR,36.655,51.4204,42.26,75,75,0.0,broken clouds
498,Marawi,PH,7.9986,124.2928,67.64,99,100,1.48,overcast clouds
499,Bouca,CF,6.5105,18.2733,77.79,18,90,4.34,overcast clouds
500,Anju,KP,39.6178,125.6647,23.45,85,100,3.94,overcast clouds
501,Chapais,CA,49.7834,-74.8492,-0.62,84,62,4.94,broken clouds
502,Chifeng,CN,42.2683,118.9636,26.96,65,6,4.16,clear sky
503,Miraflores,MX,19.2167,-98.8083,68.97,32,11,3.44,few clouds
504,Batagay-Alyta,RU,67.8006,130.4114,-44.77,100,77,2.24,broken clouds
505,Dukat,RU,62.55,155.55,-23.28,100,96,0.78,overcast clouds
506,Kamwenge,UG,0.1866,30.4539,64.17,87,93,1.41,overcast clouds
507,Barra Do Garcas,BR,-15.89,-52.2567,75.78,88,100,4.61,thunderstorm with light rain
508,Xapuri,BR,-10.6517,-68.5044,90.46,50,75,6.02,broken clouds
509,Pallavaram,IN,12.9761,80.1836,75.11,83,40,2.3,mist
510,Kavieng,PG,-2.5744,150.7967,80.37,78,100,5.44,moderate rain
511,Mananara,MG,-16.1667,49.7667,76.39,91,94,4.61,moderate rain
512,Hami,CN,42.8,93.45,27.86,27,100,19.84,overcast clouds
513,Channel-Port Aux Basques,CA,47.5702,-59.1367,23.25,76,99,21.68,light snow
514,Cosala,MX,24.4125,-106.6908,86.67,18,0,4.43,clear sky
515,Boo,SE,59.3333,18.2833,41.99,94,20,9.22,few clouds
516,Alice Springs,AU,-23.7,133.8833,74.75,94,75,4.61,broken clouds
517,Yurla,RU,59.3259,54.3223,8.47,77,100,14.61,overcast clouds
518,Dhidhdhoo,MV,6.8833,73.1,79.63,70,26,8.77,scattered clouds
519,Neiafu,TO,-18.65,-173.9833,79.48,89,75,8.05,broken clouds
520,Mian Channun,PK,30.44,72.3543,55.65,41,0,6.53,clear sky
521,Whitehorse,CA,60.7161,-135.0538,3.97,85,75,20.71,broken clouds
522,Quelimane,MZ,-17.8786,36.8883,82.35,78,20,5.01,few clouds
523,Yeppoon,AU,-23.1333,150.7333,73.18,81,100,9.06,overcast clouds
524,Safita,SY,34.8205,36.1153,49.01,65,100,12.01,overcast clouds
525,Atambua,ID,-9.1061,124.8925,72.73,90,58,3.49,broken clouds
526,Northam,GB,51.0333,-4.2167,51.26,94,100,27.04,overcast clouds
527,Fort Myers Beach,US,26.452,-81.9481,75.06,37,0,5.01,clear sky
528,Novo Mesto,SI,45.804,15.1689,36.91,79,100,2.3,overcast clouds
529,Sydney,AU,-33.8679,151.2073,69.71,80,49,1.99,scattered clouds
530,Bad Urach,DE,48.4911,9.4001,45.39,88,100,12.44,overcast clouds
531,The Pas,CA,53.8251,-101.2541,12.22,92,100,6.91,overcast clouds
532,Jining,CN,35.405,116.5814,39.15,79,0,5.66,clear sky
533,Paciran,ID,-6.8767,112.3761,76.46,87,99,8.59,light rain
534,Hirna,ET,9.2167,41.1,59.9,51,12,2.75,few clouds
535,Abonnema,NG,4.7084,6.7931,82.27,68,2,10.96,clear sky
536,Slave Lake,CA,55.2834,-114.769,17.58,93,100,10.36,mist
537,Manggar,ID,-2.8833,108.2667,77.77,85,97,4.38,overcast clouds
538,San Rafael,AR,-34.6177,-68.3301,82.76,22,100,11.59,overcast clouds
539,Gamboma,CG,-1.8764,15.8644,75.11,80,100,4.27,overcast clouds
540,Daru,PG,-9.0763,143.2092,75.34,97,100,5.08,overcast clouds
541,George Town,MY,5.4112,100.3354,80.53,93,20,3.44,light rain
542,Uaua,BR,-9.8414,-39.4817,89.56,34,92,9.28,overcast clouds
543,Saltillo,MX,25.4167,-101.0,75.29,22,0,0.0,clear sky
544,Verkhnevilyuysk,RU,63.4453,120.3167,-35.3,83,62,8.84,broken clouds
545,Westport,US,41.1415,-73.3579,41.04,56,100,5.01,overcast clouds
546,Thunder Bay,CA,48.4001,-89.3168,33.78,93,100,1.14,light intensity drizzle
547,Ahuimanu,US,21.4447,-157.8378,76.78,79,75,5.75,broken clouds
548,Sisimiut,GL,66.9395,-53.6735,-1.88,89,20,11.25,few clouds
549,Vardo,NO,70.3705,31.1107,22.98,86,75,20.71,broken clouds
550,Udachnyy,RU,66.4167,112.4,-47.56,71,100,10.96,overcast clouds
551,Labuhan,ID,-6.8844,112.2051,76.41,86,93,10.78,overcast clouds
552,Lircay,PE,-12.9896,-74.7205,61.27,55,82,9.84,broken clouds
553,Turayf,SA,31.6725,38.6637,43.05,75,0,4.61,clear sky
554,Lanzhou,CN,36.0564,103.7922,37.83,47,0,0.92,clear sky
555,Dolores,AR,-36.3132,-57.6792,84.83,39,100,7.78,light rain
556,Chamonix-Mont-Blanc,FR,45.9238,6.8693,44.02,99,100,4.43,overcast clouds
557,Bom Jesus,BR,-9.0744,-44.3586,88.41,44,68,6.76,broken clouds
558,Khokhlovo,RU,59.1492,37.3998,15.82,93,100,9.37,overcast clouds
559,Madona,LV,56.8533,26.217,30.69,95,100,11.9,overcast clouds
560,Aberystwyth,GB,52.4155,-4.0829,48.7,88,100,21.7,overcast clouds
561,Taywarah,AF,33.35,64.4167,4.08,89,8,4.68,clear sky
562,Tarakan,ID,3.3,117.6333,79.23,80,100,4.05,overcast clouds
563,Beringovskiy,RU,63.05,179.3167,-12.3,95,9,10.31,clear sky
564,Rocha,UY,-34.4833,-54.3333,84.7,45,100,11.61,overcast clouds
565,Arcata,US,40.8665,-124.0828,56.25,65,100,12.84,overcast clouds
566,Marfino,RU,55.7028,37.3822,16.16,61,75,15.66,broken clouds
567,Chunskiy,RU,56.0815,99.6342,-13.92,89,100,10.07,overcast clouds
568,Concepcion,CL,-36.827,-73.0498,67.8,42,0,20.71,clear sky
569,Taltal,CL,-25.4,-70.4833,71.35,70,24,7.49,few clouds
570,Gigmoto,PH,13.7796,124.39,76.57,87,88,14.9,overcast clouds
571,Aksu,CN,41.1231,80.2644,29.1,44,100,4.72,overcast clouds
572,Burley,US,42.5357,-113.7928,40.3,68,1,15.21,clear sky
573,Okha,RU,53.5739,142.9478,1.96,96,100,7.09,light snow
574,Alyangula,AU,-13.8483,136.4192,82.26,79,100,9.66,overcast clouds
575,Lhokseumawe,ID,5.1801,97.1507,75.9,85,99,3.13,overcast clouds
576,Mahajanga,MG,-15.7167,46.3167,80.62,83,20,4.61,light rain
577,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,98.65,30,97,9.48,overcast clouds
578,Gurupa,BR,-1.405,-51.64,86.43,56,99,4.21,overcast clouds
579,Bengkulu,ID,-3.8004,102.2655,74.75,90,100,4.32,overcast clouds
580,Port Hedland,AU,-20.3167,118.5667,78.85,89,78,5.75,broken clouds
581,Auki,SB,-8.7676,160.7034,76.78,86,100,3.94,overcast clouds
582,Chara,RU,56.9064,118.2631,-12.26,80,100,2.44,overcast clouds
583,Pangody,RU,65.85,74.4859,-16.31,98,100,11.86,overcast clouds
584,Terney,RU,45.0503,136.6092,23.13,76,3,8.48,clear sky
585,Jalu,LY,29.0331,21.5482,56.8,52,6,10.45,clear sky
586,Los Llanos De Aridane,ES,28.6585,-17.9182,63.12,86,75,11.5,broken clouds
587,Dondaicha,IN,21.3333,74.5667,69.1,27,0,6.11,clear sky
588,Katobu,ID,-4.9408,122.5276,74.5,88,47,0.78,scattered clouds
589,Kibaya,TZ,-5.3,36.5667,59.02,94,90,2.77,overcast clouds
590,Karlivka,UA,49.4567,35.1295,19.0,69,80,14.14,broken clouds
591,West Bay,KY,19.3667,-81.4167,84.27,70,20,14.97,few clouds
592,Ambon,ID,-3.6954,128.1814,75.34,94,40,4.61,thunderstorm with light rain
593,Lata,PT,40.1629,-8.3327,55.81,93,2,2.21,clear sky
594,Praia,CV,14.9215,-23.5087,77.54,61,0,24.16,clear sky
595,Coquimbo,CL,-29.9533,-71.3436,71.33,68,0,14.97,clear sky
596,Esmeraldas,BR,-19.7625,-44.3139,84.31,74,86,3.74,overcast clouds
597,Pimenta Bueno,BR,-11.6725,-61.1936,84.9,69,100,5.14,overcast clouds
598,Nelson Bay,AU,-32.7167,152.15,69.01,88,0,8.01,clear sky
599,Shitanjing,CN,39.2342,106.3439,27.09,40,0,1.66,clear sky
600,Mwene-Ditu,CD,-7.0,23.45,63.82,99,100,2.3,light rain
601,Sola,VU,-13.8833,167.55,75.87,100,75,0.0,broken clouds
602,Shimoda,JP,34.6667,138.95,46.9,78,0,7.05,clear sky
603,Fare,PF,-16.7,-151.0167,77.0,84,100,6.4,light rain
604,Gasa,PS,31.5,34.4667,59.05,54,100,7.58,overcast clouds
605,Moindou,NC,-21.6924,165.677,74.07,76,0,3.4,clear sky
606,Port Hawkesbury,CA,45.6169,-61.3485,24.91,71,100,13.8,overcast clouds
607,Malazgirt,TR,39.1427,42.5401,20.16,66,0,2.59,clear sky
608,Cerritos,US,33.8583,-118.0648,59.32,90,75,5.75,broken clouds
609,Sabzevar,IR,36.2126,57.6819,20.82,52,0,11.56,clear sky
610,Maningrida,AU,-12.0667,134.2667,79.07,79,100,6.62,overcast clouds
611,Krasni Okny,UA,47.5404,29.46,26.85,69,100,10.89,overcast clouds
612,Trani,IT,41.2727,16.4154,53.85,62,3,5.99,clear sky
613,Kindu,CD,-2.95,25.95,69.08,94,100,2.46,overcast clouds
614,Pasni,PK,25.2631,63.471,61.2,40,84,35.75,broken clouds
615,Edgewater,US,28.9889,-80.9023,76.28,40,0,6.91,clear sky
616,Stornoway,GB,58.2093,-6.3865,37.92,92,20,0.0,few clouds
617,Avanigadda,IN,16.0215,80.9181,65.8,82,0,1.36,clear sky
618,Matagami,CA,49.7502,-77.6328,8.71,78,0,10.36,clear sky
619,Sandakan,MY,5.8402,118.1179,78.48,94,40,5.01,scattered clouds
620,Digha,IN,21.6833,87.55,63.63,32,0,4.81,clear sky
621,Kyshtovka,RU,56.555,76.6271,-18.53,100,100,6.91,overcast clouds
622,Port Macquarie,AU,-31.4333,152.9167,62.64,90,5,2.77,clear sky
623,Calabozo,VE,8.9242,-67.4293,95.47,29,12,7.96,few clouds
624,Aitape,PG,-3.1374,142.3475,76.53,91,100,3.29,overcast clouds
625,The Valley,AI,18.217,-63.0578,85.86,74,20,9.22,few clouds
626,Aknalich,AM,40.1432,44.1498,24.78,55,0,3.4,clear sky
627,Chicaman,GT,15.4,-90.7667,63.72,49,5,5.28,clear sky
628,Guaraniacu,BR,-25.1008,-52.8781,75.27,64,100,0.96,overcast clouds
629,Suluq,LY,31.6682,20.2521,56.79,59,11,8.95,few clouds
630,Birao,CF,10.2849,22.7882,71.73,24,99,5.97,overcast clouds
631,Hrubieszow,PL,50.805,23.8925,34.86,90,29,10.0,scattered clouds
632,Alta,NO,69.9689,23.2717,24.06,74,75,16.11,broken clouds
633,Zitlala,MX,17.6333,-99.0833,71.67,37,66,2.42,broken clouds
634,Bougouni,ML,11.417,-7.479,82.11,16,79,4.27,broken clouds
635,Three Hills,CA,51.7001,-113.2686,18.61,87,100,2.3,overcast clouds
636,Rylsk,RU,51.5655,34.6822,16.68,71,99,12.21,overcast clouds
637,Naryan-Mar,RU,67.6713,53.087,12.49,95,100,9.19,light snow
638,Qasigiannguit,GL,68.8193,-51.1922,-18.0,96,59,5.88,broken clouds
639,Srednekolymsk,RU,67.45,153.6833,-32.78,100,78,2.59,broken clouds
640,Snizhne,UA,48.0261,38.7723,13.15,84,93,18.25,overcast clouds
641,Maniitsoq,GL,65.4167,-52.9,3.92,80,30,7.61,scattered clouds
642,Roald,NO,62.5833,6.1333,46.76,81,75,18.41,light rain
643,Fairbanks,US,64.8378,-147.7164,-2.27,96,100,2.39,overcast clouds
644,Yermakovskoye,RU,53.2831,92.4003,-4.02,76,100,11.16,overcast clouds
645,Campoverde,PE,-8.4753,-74.8058,89.29,60,100,1.63,overcast clouds
646,Pishin,PK,30.5803,66.9961,31.78,75,31,8.79,scattered clouds
647,Mbaiki,CF,3.8678,17.9892,74.82,29,61,0.67,broken clouds
648,Kyzyl-Suu,KG,42.3414,78.0056,5.56,90,100,8.86,overcast clouds
649,Tomatlan,MX,19.9333,-105.25,89.82,25,0,7.0,clear sky
650,Sechelt,CA,49.4664,-123.7694,47.8,87,100,9.1,overcast clouds
651,Poum,NC,-20.2333,164.0167,77.7,69,24,10.74,few clouds
652,Necochea,AR,-38.5473,-58.7368,66.38,94,100,12.62,light rain
653,Filimonovo,RU,56.2011,95.4611,-12.03,83,100,12.82,overcast clouds
654,Goianira,BR,-16.4961,-49.4264,80.42,83,89,5.12,light rain
655,Havelock,US,34.8791,-76.9013,59.99,62,100,4.0,overcast clouds
656,Ada,US,43.4166,-116.1262,43.48,78,39,3.0,scattered clouds
657,Kiunga,PG,-6.1219,141.2906,71.78,99,100,0.83,overcast clouds
658,Las Palmas,ES,28.4204,-14.0131,65.19,77,75,20.71,broken clouds
659,Verkhoyansk,RU,67.5447,133.385,-53.09,100,84,2.8,broken clouds
660,Bull Savanna,JM,17.8868,-77.5902,78.3,66,32,7.81,scattered clouds
661,Marrakesh,MA,31.6315,-8.0083,62.67,59,40,4.61,scattered clouds
662,Altamont,US,42.2068,-121.7372,35.78,93,100,13.8,light snow
663,Namibe,AO,-15.1961,12.1522,71.28,76,38,12.73,scattered clouds
